"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"5224","chr14","SGD","gene",525569,527189,NA,"+",NA,"ID=YNL066W;Name=YNL066W;gene=SUN4;Alias=SUN4,SCW3;Ontology_term=GO:0007005,GO:0005759,GO:0015926,GO:0009277,GO:0000917,GO:0007049,GO:0051301;Note=Cell%20wall%20protein%20related%20to%20glucanases%2C%20possibly%20involved%20in%20cell%20wall%20septation%3B%20member%20of%20the%20SUN%20family;dbxref=SGD:S000005010;orf_classification=Verified","YNL066W"
"5227","chr14","SGD","gene",528136,529896,NA,"+",NA,"ID=YNL065W;Name=YNL065W;gene=AQR1;Alias=AQR1;Ontology_term=GO:0005886,GO:0008028,GO:0015238,GO:0015893,GO:0015718,GO:0005215,GO:0006810,GO:0016020,GO:0016021;Note=Plasma%20membrane%20multidrug%20transporter%20of%20the%20major%20facilitator%20superfamily%2C%20confers%20resistance%20to%20short-chain%20monocarboxylic%20acids%20and%20quinidine;dbxref=SGD:S000005009;orf_classification=Verified","YNL065W"
"5229","chr14","SGD","gene",530280,531509,NA,"-",NA,"ID=YNL064C;Name=YNL064C;gene=YDJ1;Alias=YDJ1,HSP40,MAS5;Ontology_term=GO:0048471,GO:0005792,GO:0005829,GO:0006626,GO:0001671,GO:0030192,GO:0030188,GO:0030433,GO:0042026,GO:0042493,GO:0051082,GO:0006458,GO:0045047,GO:0005739,GO:0006457,GO:0006810,GO:0008270,GO:0015031,GO:0031072,GO:0046872;Note=Protein%20chaperone%20involved%20in%20regulation%20of%20the%20HSP90%20and%20HSP70%20functions%3B%20involved%20in%20protein%20translocation%20across%20membranes%3B%20member%20of%20the%20DnaJ%20family;dbxref=SGD:S000005008;orf_classification=Verified","YNL064C"
"5231","chr14","SGD","gene",532170,533114,NA,"+",NA,"ID=YNL063W;Name=YNL063W;gene=MTQ1;Alias=MTQ1;Ontology_term=GO:0008757,GO:0005739,GO:0006451,GO:0006479,GO:0008168,GO:0008276,GO:0016740;Note=S-adenosylmethionine-dependent%20Methyltransferase%3B%20methylates%20translational%20release%20factor%20Mrf1p%3B%20similar%20to%20E.coli%20PrmC%3B%20is%20not%20an%20essential%20gene;dbxref=SGD:S000005007;orf_classification=Verified","YNL063W"
"5233","chr14","SGD","gene",533188,534624,NA,"-",NA,"ID=YNL062C;Name=YNL062C;gene=GCD10;Alias=GCD10,TRM6;Ontology_term=GO:0006413,GO:0005634,GO:0030488,GO:0016429,GO:0000049,GO:0042254,GO:0031515,GO:0003723,GO:0003743,GO:0006446,GO:0008033;Note=Subunit%20of%20tRNA%20(1-methyladenosine)%20methyltransferase%20with%20Gcd14p%2C%20required%20for%20the%20modification%20of%20the%20adenine%20at%20position%2058%20in%20tRNAs%2C%20especially%20tRNAi-Met%3B%20first%20identified%20as%20a%20negative%20regulator%20of%20GCN4%20expression;dbxref=SGD:S000005006;orf_classification=Verified","YNL062C"
"5235","chr14","SGD","gene",534952,536808,NA,"+",NA,"ID=YNL061W;Name=YNL061W;gene=NOP2;Alias=NOP2,YNA1;Ontology_term=GO:0005730,GO:0008173,GO:0006364,GO:0008757,GO:0042254,GO:0003723,GO:0005634,GO:0008168,GO:0016740;Note=Probable%20RNA%20m(5)C%20methyltransferase%2C%20essential%20for%20processing%20and%20maturation%20of%2027S%20pre-rRNA%20and%20large%20ribosomal%20subunit%20biogenesis%3B%20localized%20to%20the%20nucleolus%3B%20constituent%20of%2066S%20pre-ribosomal%20particles;dbxref=SGD:S000005005;orf_classification=Verified","YNL061W"
"5237","chr14","SGD","gene",537080,539347,NA,"-",NA,"ID=YNL059C;Name=YNL059C;gene=ARP5;Alias=ARP5;Ontology_term=GO:0006623,GO:0005634,GO:0031011,GO:0006338,GO:0043141,GO:0005198,GO:0005856,GO:0006350,GO:0006355;Note=Nuclear%20actin-related%20protein%20involved%20in%20chromatin%20remodeling%2C%20component%20of%20chromatin-remodeling%20enzyme%20complexes;dbxref=SGD:S000005004;orf_classification=Verified","YNL059C"
"5239","chr14","SGD","gene",540175,541124,NA,"-",NA,"ID=YNL058C;Name=YNL058C;Ontology_term=GO:0000324,GO:0008150,GO:0003674,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20vacuole%3B%20YNL058C%20is%20not%20an%20essential%20gene;dbxref=SGD:S000005003;orf_classification=Uncharacterized","YNL058C"
"5241","chr14","SGD","gene",540814,541146,NA,"+",NA,"ID=YNL057W;Name=YNL057W;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000005002;orf_classification=Dubious","YNL057W"
"5243","chr14","SGD","gene",541660,542253,NA,"+",NA,"ID=YNL056W;Name=YNL056W;gene=OCA2;Alias=OCA2;Ontology_term=GO:0008150,GO:0003674,GO:0005737;Note=Putative%20protein%20with%20similarity%20to%20predicted%20tyrosine%20phosphatases%20Oca1p%20and%20Siw14p%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%3B%20YNL056W%20is%20not%20an%20essential%20gene;dbxref=SGD:S000005001;orf_classification=Verified","YNL056W"
"5245","chr14","SGD","gene",542405,543256,NA,"-",NA,"ID=YNL055C;Name=YNL055C;gene=POR1;Alias=POR1,YVDAC1,OMP2;Ontology_term=GO:0005741,GO:0007005,GO:0008308,GO:0009060,GO:0006811,GO:0031307,GO:0005739,GO:0006810,GO:0006820,GO:0015288,GO:0016020,GO:0016021,GO:0019867;Note=Mitochondrial%20porin%20(voltage-dependent%20anion%20channel)%2C%20outer%20membrane%20protein%20required%20for%20the%20maintenance%20of%20mitochondrial%20osmotic%20stability%20and%20mitochondrial%20membrane%20permeability%3B%20phosphorylated;dbxref=SGD:S000005000;orf_classification=Verified","YNL055C"
"52581","chr14","SGD","gene",550497,553994,NA,"+",NA,"ID=YNL054W;Name=YNL054W;gene=VAC7;Alias=VAC7;Ontology_term=GO:0016021,GO:0006644,GO:0000011,GO:0005737,GO:0030234,GO:0000324,GO:0008047,GO:0005773,GO:0016020;Note=Integral%20vacuolar%20membrane%20protein%20involved%20in%20vacuole%20inheritance%20and%20morphology%3B%20activates%20Fab1p%20kinase%20activity%20under%20basal%20conditions%20and%20also%20after%20hyperosmotic%20shock;dbxref=SGD:S000004999;orf_classification=Verified","YNL054W"
"52601","chr14","SGD","gene",554353,555822,NA,"+",NA,"ID=YNL053W;Name=YNL053W;gene=MSG5;Alias=MSG5;Ontology_term=GO:0004727,GO:0000754,GO:0005737,GO:0006470,GO:0004721,GO:0004725,GO:0007049,GO:0008138,GO:0016311,GO:0016787,GO:0016791;Note=Dual-specificity%20protein%20phosphatase%20required%20for%20maintenance%20of%20a%20low%20level%20of%20signaling%20through%20the%20cell%20integrity%20pathway%3B%20regulates%20and%20is%20regulated%20by%20Slt2p%3B%20also%20required%20for%20adaptive%20response%20to%20pheromone;dbxref=SGD:S000004998;orf_classification=Verified","YNL053W"
"52621","chr14","SGD","gene",556136,556597,NA,"+",NA,"ID=YNL052W;Name=YNL052W;gene=COX5A;Alias=COX5A;Ontology_term=GO:0005751,GO:0006123,GO:0004129,GO:0005739,GO:0006118,GO:0016020,GO:0016491;Note=Subunit%20Va%20of%20cytochrome%20c%20oxidase%2C%20which%20is%20the%20terminal%20member%20of%20the%20mitochondrial%20inner%20membrane%20electron%20transport%20chain%3B%20predominantly%20expressed%20during%20aerobic%20growth%20while%20its%20isoform%20Vb%20(Cox5Bp)%20is%20expressed%20during%20anaerobic%20growth;dbxref=SGD:S000004997;orf_classification=Verified","YNL052W"
"52641","chr14","SGD","gene",557070,558281,NA,"+",NA,"ID=YNL051W;Name=YNL051W;gene=COG5;Alias=COG5,COD4,API4;Ontology_term=GO:0017119,GO:0006891,GO:0003674,GO:0006810,GO:0015031,GO:0016020;Note=Component%20of%20the%20conserved%20oligomeric%20Golgi%20complex%20(Cog1p%20through%20Cog8p)%2C%20a%20cytosolic%20tethering%20complex%20that%20functions%20in%20protein%20trafficking%20to%20mediate%20fusion%20of%20transport%20vesicles%20to%20Golgi%20compartments;dbxref=SGD:S000004996;orf_classification=Verified","YNL051W"
"52661","chr14","SGD","gene",558490,559393,NA,"-",NA,"ID=YNL050C;Name=YNL050C;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20YNL050c%20is%20not%20an%20essential%20gene;dbxref=SGD:S000004995;orf_classification=Uncharacterized","YNL050C"
"52701","chr14","SGD","gene",559692,562322,NA,"-",NA,"ID=YNL049C;Name=YNL049C;gene=SFB2;Alias=SFB2;Ontology_term=GO:0030127,GO:0006888,GO:0003674,GO:0005783,GO:0006810,GO:0006886,GO:0008270,GO:0015031;Note=Probable%20component%20of%20COPII%20coated%20vesicles%20that%20binds%20to%20Sec23p%3B%20similar%20to%20and%20functionally%20redundant%20with%20Sec24p%2C%20but%20expressed%20at%20low%20levels%3B%20involved%20in%20ER%20to%20Golgi%20transport%20and%20in%20autophagy;dbxref=SGD:S000004994;orf_classification=Verified","YNL049C"
"52721","chr14","SGD","gene",562584,564230,NA,"+",NA,"ID=YNL048W;Name=YNL048W;gene=ALG11;Alias=ALG11;Ontology_term=GO:0000026,GO:0005783,GO:0006486,GO:0016020,GO:0006490,GO:0009058,GO:0016021,GO:0016740,GO:0016757;Note=Alpha-1%2C2-mannosyltransferase%2C%20catalyzes%20sequential%20addition%20of%20the%20two%20terminal%20alpha%201%2C2-mannose%20residues%20to%20the%20Man5GlcNAc2-PP-dolichol%20intermediate%20during%20asparagine-linked%20glycosylation%20in%20the%20ER;dbxref=SGD:S000004993;orf_classification=Verified","YNL048W"
"52741","chr14","SGD","gene",564322,566292,NA,"-",NA,"ID=YNL047C;Name=YNL047C;gene=SLM2;Alias=SLM2,LIT1;Ontology_term=GO:0005886,GO:0035091,GO:0030036,GO:0045011,GO:0001558,GO:0030950,GO:0031932,GO:0031929,GO:0016020;Note=Phosphoinositide%20PI4%2C5P(2)%20binding%20protein%2C%20forms%20a%20complex%20with%20Slm1p%3B%20acts%20downstream%20of%20Mss4p%20in%20a%20pathway%20regulating%20actin%20cytoskeleton%20organization%20in%20response%20to%20stress%3B%20subunit%20of%20and%20phosphorylated%20by%20the%20TORC2%20complex;dbxref=SGD:S000004992;orf_classification=Verified","YNL047C"
"52761","chr14","SGD","gene",566715,567233,NA,"+",NA,"ID=YNL046W;Name=YNL046W;Ontology_term=GO:0003674,GO:0005783,GO:0042493,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20expression%20depends%20on%20Swi5p%3B%20GFP-fusion%20protein%20localizes%20to%20the%20endoplasmic%20reticulum%3B%20deletion%20confers%20sensitivity%20to%204-(N-(S-glutathionylacetyl)amino)%20phenylarsenoxide%20(GSAO);dbxref=SGD:S000004991;orf_classification=Uncharacterized","YNL046W"
"52781","chr14","SGD","gene",567374,569389,NA,"+",NA,"ID=YNL045W;Name=YNL045W;Ontology_term=GO:0030163,GO:0004177,GO:0004301,GO:0006629,GO:0004463,GO:0005737,GO:0005634,GO:0003824,GO:0004179,GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0019370,GO:0046872;Note=Leucyl%20aminopeptidase%20(leukotriene%20A4%20hydrolase)%20with%20epoxide%20hydrolase%20activity%2C%20metalloenzyme%20containing%20one%20zinc%20atom%3B%20role%20in%20vivo%20is%20not%20defined%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%20and%20nucleus;dbxref=SGD:S000004990;orf_classification=Verified","YNL045W"
"52801","chr14","SGD","gene",569679,570288,NA,"+",NA,"ID=YNL044W;Name=YNL044W;gene=YIP3;Alias=YIP3;Ontology_term=GO:0006888,GO:0030134,GO:0003674,GO:0005794,GO:0005783,GO:0016020,GO:0016021;Note=Protein%20localized%20to%20COPII%20vesicles%2C%20proposed%20to%20be%20involved%20in%20ER%20to%20Golgi%20transport%3B%20interacts%20with%20members%20of%20the%20Rab%20GTPase%20family%20and%20Yip1p%3B%20also%20interacts%20with%20Rtn1p;dbxref=SGD:S000004989;orf_classification=Verified","YNL044W"
"5284","chr14","SGD","gene",570000,570320,NA,"-",NA,"ID=YNL043C;Name=YNL043C;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20verified%20gene%20YIP3%2FYNL044W;dbxref=SGD:S000004988;orf_classification=Dubious","YNL043C"
"52931","chr14","SGD","gene",571524,571781,NA,"+",NA,"ID=YNL042W-B;Name=YNL042W-B;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000028850;orf_classification=Uncharacterized","YNL042W-B"
"5295","chr14","SGD","gene",572511,573701,NA,"+",NA,"ID=YNL042W;Name=YNL042W;gene=BOP3;Alias=BOP3;Ontology_term=GO:0003674,GO:0005737,GO:0005634,GO:0046689;Note=Protein%20of%20unknown%20function%2C%20potential%20Cdc28p%20substrate%3B%20overproduction%20suppresses%20a%20pam1%20slv3%20double%20null%20mutation%20and%20confers%20resistance%20to%20methylmercury;dbxref=SGD:S000004987;orf_classification=Verified","YNL042W"
"5297","chr14","SGD","gene",573879,576398,NA,"-",NA,"ID=YNL041C;Name=YNL041C;gene=COG6;Alias=COG6,SEC37,COD2;Ontology_term=GO:0017119,GO:0006891,GO:0003674,GO:0006810,GO:0015031,GO:0016020;Note=Component%20of%20the%20conserved%20oligomeric%20Golgi%20complex%20(Cog1p%20through%20Cog8p)%2C%20a%20cytosolic%20tethering%20complex%20that%20functions%20in%20protein%20trafficking%20to%20mediate%20fusion%20of%20transport%20vesicles%20to%20Golgi%20compartments;dbxref=SGD:S000004986;orf_classification=Verified","YNL041C"
"5299","chr14","SGD","gene",577791,579161,NA,"+",NA,"ID=YNL040W;Name=YNL040W;Ontology_term=GO:0005737,GO:0008150,GO:0003674;Note=Putative%20protein%20of%20unknown%20function%20with%20strong%20similarity%20to%20alanyl-tRNA%20synthases%20from%20Eubacteria%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%3B%20YNL040W%20is%20not%20an%20essential%20gene;dbxref=SGD:S000004985;orf_classification=Uncharacterized","YNL040W"
"5301","chr14","SGD","gene",579459,581243,NA,"+",NA,"ID=YNL039W;Name=YNL039W;gene=BDP1;Alias=BDP1,TFC5;Ontology_term=GO:0000126,GO:0006384,GO:0003709,GO:0003677,GO:0005634,GO:0006350,GO:0006355;Note=Essential%20subunit%20of%20RNA%20polymerase%20III%20transcription%20factor%20(TFIIIB)%2C%20which%20is%20involved%20in%20transcription%20of%20genes%20encoding%20tRNAs%2C%205S%20rRNA%2C%20U6%20snRNA%2C%20and%20other%20small%20RNAs;dbxref=SGD:S000004984;orf_classification=Verified","YNL039W"
"53031","chr14","SGD","gene",581431,582194,NA,"+",NA,"ID=YNL038W;Name=YNL038W;gene=GPI15;Alias=GPI15;Ontology_term=GO:0006506,GO:0000506,GO:0008194,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0017176;Note=Protein%20involved%20in%20the%20synthesis%20of%20N-acetylglucosaminyl%20phosphatidylinositol%20(GlcNAc-PI)%2C%20the%20first%20intermediate%20in%20the%20synthesis%20of%20glycosylphosphatidylinositol%20(GPI)%20anchors%3B%20homologous%20to%20the%20human%20PIG-H%20protein;dbxref=SGD:S000004983;orf_classification=Verified","YNL038W"
"53071","chr14","SGD","gene",582331,583413,NA,"-",NA,"ID=YNL037C;Name=YNL037C;gene=IDH1;Alias=IDH1;Ontology_term=GO:0006102,GO:0006537,GO:0006099,GO:0005759,GO:0042645,GO:0005739,GO:0004449,GO:0005962,GO:0003723,GO:0003824,GO:0008152,GO:0016491,GO:0016616;Note=Subunit%20of%20mitochondrial%20NAD(%2B)-dependent%20isocitrate%20dehydrogenase%2C%20which%20catalyzes%20the%20oxidation%20of%20isocitrate%20to%20alpha-ketoglutarate%20in%20the%20TCA%20cycle;dbxref=SGD:S000004982;orf_classification=Verified","YNL037C"
"53091","chr14","SGD","gene",584225,584890,NA,"+",NA,"ID=YNL036W;Name=YNL036W;gene=NCE103;Alias=NCE103,NCE3;Ontology_term=GO:0005634,GO:0004089,GO:0006979,GO:0005737,GO:0008270,GO:0015976;Note=Carbonic%20anhydrase%3B%20poorly%20transcribed%20under%20aerobic%20conditions%20and%20at%20an%20undetectable%20level%20under%20anaerobic%20conditions%3B%20involved%20in%20non-classical%20protein%20export%20pathway;dbxref=SGD:S000004981;orf_classification=Verified","YNL036W"
"5322","chr14","SGD","gene",592933,594102,NA,"-",NA,"ID=YNL035C;Name=YNL035C;Ontology_term=GO:0008150,GO:0003674,GO:0005634;Note=Putative%20protein%20of%20unknown%20function%20with%20similarity%20to%20proteins%20containing%20WD-40%20domains%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20nucleus%3B%20YNL035C%20is%20not%20an%20essential%20gene;dbxref=SGD:S000004980;orf_classification=Uncharacterized","YNL035C"
"5326","chr14","SGD","gene",594888,596726,NA,"+",NA,"ID=YNL034W;Name=YNL034W;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20YNL034W%20is%20not%20an%20essential%20gene;dbxref=SGD:S000004979;orf_classification=Uncharacterized","YNL034W"
"5328","chr14","SGD","gene",597410,598264,NA,"+",NA,"ID=YNL033W;Name=YNL033W;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000004978;orf_classification=Uncharacterized","YNL033W"
"5330","chr14","SGD","gene",598917,599762,NA,"+",NA,"ID=YNL032W;Name=YNL032W;gene=SIW14;Alias=SIW14,OCA3;Ontology_term=GO:0004725,GO:0006470,GO:0006950,GO:0005737,GO:0006897,GO:0007015,GO:0000723,GO:0004721,GO:0016311,GO:0016787,GO:0016791;Note=Tyrosine%20phosphatase%20that%20plays%20a%20role%20in%20actin%20filament%20organization%20and%20endocytosis%3B%20localized%20to%20the%20cytoplasm;dbxref=SGD:S000004977;orf_classification=Verified","YNL032W"
"5332","chr14","SGD","gene",600051,600461,NA,"-",NA,"ID=YNL031C;Name=YNL031C;gene=HHT2;Alias=HHT2;Ontology_term=GO:0006333,GO:0003677,GO:0000788,GO:0000786,GO:0005634,GO:0005694,GO:0006281,GO:0006334,GO:0006974,GO:0007001;Note=One%20of%20two%20identical%20histone%20H3%20proteins%20(see%20also%20HHT1)%3B%20core%20histone%20required%20for%20chromatin%20assembly%2C%20involved%20in%20heterochromatin-mediated%20telomeric%20and%20HM%20silencing%3B%20regulated%20by%20acetylation%2C%20methylation%2C%20and%20mitotic%20phosphorylation;dbxref=SGD:S000004976;orf_classification=Verified","YNL031C"
"53341","chr14","SGD","gene",601138,601449,NA,"+",NA,"ID=YNL030W;Name=YNL030W;gene=HHF2;Alias=HHF2;Ontology_term=GO:0006333,GO:0003677,GO:0000788,GO:0000786,GO:0005634,GO:0005694,GO:0006334,GO:0007001;Note=One%20of%20two%20identical%20histone%20H4%20proteins%20(see%20also%20HHF1)%3B%20core%20histone%20required%20for%20chromatin%20assembly%20and%20chromosome%20function%3B%20contributes%20to%20telomeric%20silencing%3B%20N-terminal%20domain%20involved%20in%20maintaining%20genomic%20integrity;dbxref=SGD:S000004975;orf_classification=Verified","YNL030W"
"53361","chr14","SGD","gene",601616,603184,NA,"-",NA,"ID=YNL029C;Name=YNL029C;gene=KTR5;Alias=KTR5;Ontology_term=GO:0005794,GO:0007047,GO:0006487,GO:0000030,GO:0004377,GO:0006486,GO:0016020,GO:0016021,GO:0016740,GO:0016757;Note=Putative%20mannosyltransferase%20involved%20in%20protein%20glycosylation%3B%20member%20of%20the%20KRE2%2FMNT1%20mannosyltransferase%20family;dbxref=SGD:S000004974;orf_classification=Verified","YNL029C"
"53381","chr14","SGD","gene",603090,603407,NA,"+",NA,"ID=YNL028W;Name=YNL028W;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000004973;orf_classification=Dubious","YNL028W"
"5340","chr14","SGD","gene",603991,606027,NA,"+",NA,"ID=YNL027W;Name=YNL027W;gene=CRZ1;Alias=CRZ1,TCN1,HAL8;Ontology_term=GO:0005634,GO:0005737,GO:0006355,GO:0003700,GO:0019722,GO:0003676,GO:0003677,GO:0005622,GO:0006350,GO:0008270,GO:0046872;Note=Transcription%20factor%20that%20activates%20transcription%20of%20genes%20involved%20in%20stress%20response%3B%20nuclear%20localization%20is%20positively%20regulated%20by%20calcineurin-mediated%20dephosphorylation;dbxref=SGD:S000004972;orf_classification=Verified","YNL027W"
"5342","chr14","SGD","gene",606331,607785,NA,"+",NA,"ID=YNL026W;Name=YNL026W;gene=SAM50;Alias=SAM50,TOB55,OMP85;Ontology_term=GO:0003674,GO:0006461,GO:0001401,GO:0005741,GO:0045040,GO:0005739,GO:0006810,GO:0015031,GO:0016020,GO:0016021,GO:0019867;Note=Essential%20component%20of%20the%20Sorting%20and%20Assembly%20Machinery%20(SAM%20or%20Tob%20complex)%20of%20the%20mitochondrial%20outer%20membrane%2C%20which%20binds%20precursors%20of%20beta-barrel%20proteins%20and%20facilitates%20their%20outer%20membrane%20insertion%3B%20homologous%20to%20bacterial%20Omp85;dbxref=SGD:S000004971;orf_classification=Verified","YNL026W"
"5344","chr14","SGD","gene",608731,609702,NA,"-",NA,"ID=YNL025C;Name=YNL025C;gene=SSN8;Alias=SSN8,CycC,RYE2,UME3,SRB11,NUT9,GIG3;Ontology_term=GO:0005667,GO:0000122,GO:0016538,GO:0016251,GO:0007126,GO:0000723,GO:0000074,GO:0005634;Note=Cyclin-like%20component%20of%20the%20RNA%20polymerase%20II%20holoenzyme%2C%20involved%20in%20phosphorylation%20of%20the%20RNA%20polymerase%20II%20C-terminal%20domain%3B%20involved%20in%20glucose%20repression%20and%20telomere%20maintenance;dbxref=SGD:S000004970;orf_classification=Verified","YNL025C"
"5350","chr14","SGD","gene",611013,611231,NA,"-",NA,"ID=YNL024C-A;Name=YNL024C-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function%3B%20YNL024C-A%20is%20an%20essential%20gene;dbxref=SGD:S000028698;orf_classification=Uncharacterized","YNL024C-A"
"5352","chr14","SGD","gene",611518,612258,NA,"-",NA,"ID=YNL024C;Name=YNL024C;Ontology_term=GO:0008150,GO:0008757,GO:0005737;Note=Putative%20protein%20of%20unknown%20function%20with%20seven%20beta-strand%20methyltransferase%20motif%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20the%20cytoplasm%3B%20YNL024C%20is%20not%20an%20essential%20gene;dbxref=SGD:S000004969;orf_classification=Uncharacterized","YNL024C"
"5354","chr14","SGD","gene",612674,615571,NA,"-",NA,"ID=YNL023C;Name=YNL023C;gene=FAP1;Alias=FAP1;Ontology_term=GO:0008150,GO:0005575,GO:0003700,GO:0003676,GO:0005634,GO:0006355,GO:0008270,GO:0046872;Note=Protein%20that%20binds%20to%20Fpr1p%20(FKBP12)%2C%20conferring%20rapamycin%20resistance%20by%20competing%20with%20rapamycin%20for%20Fpr1p%20binding%3B%20has%20similarity%20to%20putative%20transcription%20factors%2C%20including%20D.%20melanogaster%20shuttle%20craft%20and%20human%20NFX1;dbxref=SGD:S000004968;orf_classification=Verified","YNL023C"
"5356","chr14","SGD","gene",615838,617310,NA,"-",NA,"ID=YNL022C;Name=YNL022C;Ontology_term=GO:0003674,GO:0005634,GO:0042254;Note=Putative%20protein%20of%20unknown%20function%20with%20seven%20beta-strand%20methyltransferase%20motif%20similar%20to%20NOP2%2FYNL061W%3B%20green%20fluorescent%20protein%20(GFP)-fusion%20protein%20localizes%20to%20a%20single%20spot%20in%20the%20nucleus%3B%20YNL022C%20is%20not%20an%20essential%20gene;dbxref=SGD:S000004967;orf_classification=Uncharacterized","YNL022C"
"5358","chr14","SGD","gene",617638,619758,NA,"+",NA,"ID=YNL021W;Name=YNL021W;gene=HDA1;Alias=HDA1;Ontology_term=GO:0004407,GO:0006325,GO:0006476,GO:0000118,GO:0006355,GO:0001308,GO:0005634,GO:0006350,GO:0016568,GO:0016787;Note=Putative%20catalytic%20subunit%20of%20a%20class%20II%20histone%20deacetylase%20complex%20that%20also%20contains%20Hda2p%20and%20Hda3p%3B%20Hda1p%20interacts%20with%20the%20Hda2p-Hda3p%20subcomplex%20to%20form%20an%20active%20tetramer%3B%20deletion%20increases%20histone%20H2B%2C%20H3%20and%20H4%20acetylation;dbxref=SGD:S000004966;orf_classification=Verified","YNL021W"
"5360","chr14","SGD","gene",620034,621950,NA,"-",NA,"ID=YNL020C;Name=YNL020C;gene=ARK1;Alias=ARK1;Ontology_term=GO:0006468,GO:0004674,GO:0007015,GO:0000147,GO:0000910,GO:0030479,GO:0030100,GO:0000166,GO:0004672,GO:0005524,GO:0016301,GO:0016740;Note=Serine%2Fthreonine%20protein%20kinase%20involved%20in%20regulation%20of%20the%20cortical%20actin%20cytoskeleton%3B%20involved%20in%20control%20of%20endocytosis;dbxref=SGD:S000004965;orf_classification=Verified","YNL020C"
"5362","chr14","SGD","gene",622787,623641,NA,"-",NA,"ID=YNL019C;Name=YNL019C;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000004964;orf_classification=Uncharacterized","YNL019C"
"5364","chr14","SGD","gene",624347,626185,NA,"-",NA,"ID=YNL018C;Name=YNL018C;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Putative%20protein%20of%20unknown%20function;dbxref=SGD:S000004963;orf_classification=Uncharacterized","YNL018C"
"5366","chr14","SGD","gene",626549,626887,NA,"-",NA,"ID=YNL017C;Name=YNL017C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20completely%20overlaps%20the%20tRNA%20ORF%20tI(AAU)N2;dbxref=SGD:S000004962;orf_classification=Dubious","YNL017C"
"5370","chr14","SGD","gene",627318,628679,NA,"+",NA,"ID=YNL016W;Name=YNL016W;gene=PUB1;Alias=PUB1,RNP1;Ontology_term=GO:0000184,GO:0003676,GO:0030530,GO:0005634,GO:0005737,GO:0003729,GO:0043488,GO:0000166,GO:0003723;Note=Poly(A)%2B%20RNA-binding%20protein%2C%20abundant%20mRNP-component%20protein%20that%20binds%20mRNA%20and%20is%20required%20for%20stability%20of%20a%20number%20of%20mRNAs%3B%20not%20reported%20to%20associate%20with%20polyribosomes;dbxref=SGD:S000004961;orf_classification=Verified","YNL016W"
