"","seqid","source","type","start","end","score","strand","phase","attributes","ID"
"53931","chr15","SGD","gene",406256,407590,NA,"-",NA,"ID=YOR047C;Name=YOR047C;gene=STD1;Alias=STD1,SFS3,MSN3;Ontology_term=GO:0005634,GO:0005886,GO:0007165,GO:0006006,GO:0009651,GO:0006357,GO:0030295,GO:0006350,GO:0006355;Note=Protein%20involved%20in%20control%20of%20glucose-regulated%20gene%20expression%3B%20interacts%20with%20protein%20kinase%20Snf1p%2C%20glucose%20sensors%20Snf3p%20and%20Rgt2p%2C%20and%20TATA-binding%20protein%20Spt15p%3B%20acts%20as%20a%20regulator%20of%20the%20transcription%20factor%20Rgt1p;dbxref=SGD:S000005573;orf_classification=Verified","YOR047C"
"53951","chr15","SGD","gene",408536,411559,NA,"-",NA,"ID=YOR048C;Name=YOR048C;gene=RAT1;Alias=RAT1,XRN2,TAP1,HKE1;Ontology_term=GO:0005634,GO:0004534,GO:0006396,GO:0006364,GO:0005739,GO:0030846,GO:0003676,GO:0004518,GO:0004527,GO:0005622,GO:0006350,GO:0006353,GO:0006355,GO:0006397,GO:0016787;Note=Nuclear%205'%20to%203'%20single-stranded%20RNA%20exonuclease%2C%20involved%20in%20RNA%20metabolism%2C%20including%20rRNA%20and%20snRNA%20processing%20as%20well%20as%20mRNA%20transcription%20termination;dbxref=SGD:S000005574;orf_classification=Verified","YOR048C"
"5397","chr15","SGD","gene",412622,413686,NA,"-",NA,"ID=YOR049C;Name=YOR049C;gene=RSB1;Alias=RSB1;Ontology_term=GO:0015908,GO:0004012,GO:0005783,GO:0005886,GO:0016021,GO:0045332,GO:0009636,GO:0006810,GO:0006869,GO:0009410,GO:0016020;Note=Suppressor%20of%20sphingoid%20long%20chain%20base%20(LCB)%20sensitivity%20of%20an%20LCB-lyase%20mutation%3B%20putative%20integral%20membrane%20transporter%20or%20flippase%20that%20may%20transport%20LCBs%20from%20the%20cytoplasmic%20side%20toward%20the%20extracytoplasmic%20side%20of%20the%20membrane;dbxref=SGD:S000005575;orf_classification=Verified","YOR049C"
"5399","chr15","SGD","gene",414220,414567,NA,"-",NA,"ID=YOR050C;Name=YOR050C;Alias=YOR29-01;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Hypothetical%20protein;dbxref=SGD:S000005576;orf_classification=Dubious","YOR050C"
"54011","chr15","SGD","gene",414795,416033,NA,"-",NA,"ID=YOR051C;Name=YOR051C;Alias=YOR29-02;Ontology_term=GO:0005634,GO:0003674,GO:0008150;Note=Nuclear%20protein%20that%20inhibits%20replication%20of%20Brome%20mosaic%20virus%20in%20S.%20cerevisiae%2C%20which%20is%20a%20model%20system%20for%20studying%20replication%20of%20positive-strand%20RNA%20viruses%20in%20their%20natural%20hosts;dbxref=SGD:S000005577;orf_classification=Uncharacterized","YOR051C"
"54031","chr15","SGD","gene",416699,417151,NA,"-",NA,"ID=YOR052C;Name=YOR052C;Alias=YOR29-03;Ontology_term=GO:0008150,GO:0003674,GO:0005634,GO:0008270,GO:0046872;Note=Nuclear%20protein%20of%20unknown%20function%3B%20expression%20induced%20by%20nitrogen%20limitation%20in%20a%20GLN3%2C%20GAT1-independent%20manner%20and%20by%20weak%20acid;dbxref=SGD:S000005578;orf_classification=Verified","YOR052C"
"54051","chr15","SGD","gene",417708,418054,NA,"+",NA,"ID=YOR053W;Name=YOR053W;Alias=YOR29-04;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20verified%20gene%20VHS3%2FYOR054C;dbxref=SGD:S000005579;orf_classification=Dubious","YOR053W"
"54071","chr15","SGD","gene",417725,419756,NA,"-",NA,"ID=YOR054C;Name=YOR054C;gene=VHS3;Alias=VHS3,YOR29-05;Ontology_term=GO:0000082,GO:0005575,GO:0015937,GO:0004633,GO:0030004,GO:0004864,GO:0007049;Note=Functionally%20redundant%20(see%20also%20SIS2)%20inhibitory%20subunit%20of%20Ppz1p%2C%20a%20PP1c-related%20ser%2Fthr%20protein%20phosphatase%20Z%20isoform%3B%20synthetically%20lethal%20with%20sis2%3B%20putative%20phosphopantothenoylcysteine%20decarboxylase%20involved%20in%20coenzyme%20A%20biosynthesis;dbxref=SGD:S000005580;orf_classification=Verified","YOR054C"
"5409","chr15","SGD","gene",419377,419810,NA,"+",NA,"ID=YOR055W;Name=YOR055W;Alias=YOR29-06;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20functional%20protein%3B%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data;dbxref=SGD:S000005581;orf_classification=Dubious","YOR055W"
"54111","chr15","SGD","gene",420142,421539,NA,"-",NA,"ID=YOR056C;Name=YOR056C;gene=NOB1;Alias=NOB1,YOR29-07;Ontology_term=GO:0005634,GO:0043248,GO:0005515,GO:0000462,GO:0030684,GO:0003723,GO:0042274,GO:0042254,GO:0005737,GO:0004518,GO:0005783,GO:0008270,GO:0016787,GO:0046872;Note=Essential%20nuclear%20protein%20involved%20in%20proteasome%20maturation%20and%20synthesis%20of%2040S%20ribosomal%20subunits%3B%20required%20for%20cleavage%20of%20the%2020S%20pre-rRNA%20to%20generate%20the%20mature%2018S%20rRNA;dbxref=SGD:S000005582;orf_classification=Verified","YOR056C"
"54131","chr15","SGD","gene",423567,426224,NA,"-",NA,"ID=YOR058C;Name=YOR058C;gene=ASE1;Alias=ASE1,YOR29-09;Ontology_term=GO:0008017,GO:0043148,GO:0051233,GO:0005819,GO:0005880,GO:0000022,GO:0001578,GO:0000092,GO:0007109,GO:0005874;Note=Mitotic%20spindle%20midzone%20localized%20microtubule-associated%20protein%20(MAP)%20family%20member%3B%20required%20for%20spindle%20elongation%20and%20stabilization%3B%20undergoes%20cell%20cycle-regulated%20degradation%20by%20anaphase%20promoting%20complex%3B%20potential%20Cdc28p%20substrate;dbxref=SGD:S000005584;orf_classification=Verified","YOR058C"
"54191","chr15","SGD","gene",427490,428842,NA,"-",NA,"ID=YOR059C;Name=YOR059C;Alias=YOR29-10;Ontology_term=GO:0005811,GO:0008150,GO:0003674,GO:0003824,GO:0006629,GO:0016020,GO:0016021,GO:0016042,GO:0016787;Note=Hypothetical%20protein;dbxref=SGD:S000005585;orf_classification=Uncharacterized","YOR059C"
"54211","chr15","SGD","gene",428967,429740,NA,"-",NA,"ID=YOR060C;Name=YOR060C;Alias=YOR29-11;Ontology_term=GO:0003674,GO:0005737,GO:0005783,GO:0005634,GO:0005816,GO:0007005,GO:0005635;Note=Protein%20of%20unknown%20function%20required%20for%20cell%20viability%3B%20deletion%20mutant%20harbors%20aberrant%20mitochondria;dbxref=SGD:S000005586;orf_classification=Uncharacterized","YOR060C"
"54231","chr15","SGD","gene",430109,431128,NA,"+",NA,"ID=YOR061W;Name=YOR061W;gene=CKA2;Alias=CKA2,YOR29-12;Ontology_term=GO:0000082,GO:0000086,GO:0005956,GO:0006468,GO:0006873,GO:0006356,GO:0006359,GO:0006974,GO:0000501,GO:0030010,GO:0004674,GO:0000166,GO:0004672,GO:0005524,GO:0016301,GO:0016740;Note=Alpha'%20catalytic%20subunit%20of%20casein%20kinase%202%2C%20a%20Ser%2FThr%20protein%20kinase%20with%20roles%20in%20cell%20growth%20and%20proliferation%3B%20the%20holoenzyme%20also%20contains%20CKA1%2C%20CKB1%20and%20CKB2%2C%20the%20many%20substrates%20include%20transcription%20factors%20and%20all%20RNA%20polymerases;dbxref=SGD:S000005587;orf_classification=Verified","YOR061W"
"54251","chr15","SGD","gene",431300,432106,NA,"-",NA,"ID=YOR062C;Name=YOR062C;Alias=YOR29-13;Ontology_term=GO:0008150,GO:0003674,GO:0005737,GO:0005634;Note=Protein%20of%20unknown%20function%3B%20similar%20to%20YKR075Cp%20and%20Reg1p%3B%20expression%20regulated%20by%20glucose%20and%20Rgt1p%3B%20GFP-fusion%20protein%20is%20induced%20in%20response%20to%20the%20DNA-damaging%20agent%20MMS;dbxref=SGD:S000005588;orf_classification=Uncharacterized","YOR062C"
"54271","chr15","SGD","gene",433268,434431,NA,"+",NA,"ID=YOR063W;Name=YOR063W;gene=RPL3;Alias=RPL3,YOR29-14,TCM1,MAK8;Ontology_term=GO:0003735,GO:0005842,GO:0006412,GO:0000027,GO:0005622,GO:0005840,GO:0030529;Note=Protein%20component%20of%20the%20large%20(60S)%20ribosomal%20subunit%2C%20has%20similarity%20to%20E.%20coli%20L3%20and%20rat%20L3%20ribosomal%20proteins%3B%20involved%20in%20the%20replication%20and%20maintenance%20of%20killer%20double%20stranded%20RNA%20virus;dbxref=SGD:S000005589;orf_classification=Verified","YOR063W"
"54291","chr15","SGD","gene",434656,435319,NA,"-",NA,"ID=YOR064C;Name=YOR064C;gene=YNG1;Alias=YNG1,YOR29-15;Ontology_term=GO:0016568,GO:0016573,GO:0035064,GO:0033100,GO:0004406,GO:0005634,GO:0006350,GO:0006355,GO:0008270,GO:0046872;Note=Subunit%20of%20the%20NuA3%20histone%20acetyltransferase%20complex%20that%20acetylates%20histone%20H3%3B%20contains%20PHD%20finger%20domain%20that%20interacts%20with%20methylated%20histone%20H3%2C%20has%20similarity%20to%20the%20human%20tumor%20suppressor%20ING1;dbxref=SGD:S000005590;orf_classification=Verified","YOR064C"
"54311","chr15","SGD","gene",436008,436937,NA,"+",NA,"ID=YOR065W;Name=YOR065W;gene=CYT1;Alias=CYT1,YOR29-16,CTC1;Ontology_term=GO:0006122,GO:0045153,GO:0005743,GO:0005746,GO:0006119,GO:0005750,GO:0005739,GO:0005506,GO:0006118,GO:0006810,GO:0009055,GO:0016020,GO:0016021,GO:0020037,GO:0046872;Note=Cytochrome%20c1%2C%20component%20of%20the%20mitochondrial%20respiratory%20chain%3B%20expression%20is%20regulated%20by%20the%20heme-activated%2C%20glucose-repressed%20Hap2p%2F3p%2F4p%2F5p%20CCAAT-binding%20complex;dbxref=SGD:S000005591;orf_classification=Verified","YOR065W"
"54331","chr15","SGD","gene",438003,439889,NA,"+",NA,"ID=YOR066W;Name=YOR066W;gene=MSA1;Alias=MSA1,YOR29-17;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0006350,GO:0006355;Note=Protein%20of%20unknown%20function%3B%20potential%20Cdc28p%20substrate%3B%20YOR066W%20is%20not%20an%20essential%20gene;dbxref=SGD:S000005592;orf_classification=Uncharacterized","YOR066W"
"54351","chr15","SGD","gene",440297,442030,NA,"-",NA,"ID=YOR067C;Name=YOR067C;gene=ALG8;Alias=ALG8,YOR29-18;Ontology_term=GO:0006490,GO:0005789,GO:0042283,GO:0006487,GO:0005783,GO:0016020,GO:0016021,GO:0016740,GO:0016757;Note=Glucosyl%20transferase%2C%20involved%20in%20N-linked%20glycosylation%3B%20adds%20glucose%20to%20the%20dolichol-linked%20oligosaccharide%20precursor%20prior%20to%20transfer%20to%20protein%20during%20lipid-linked%20oligosaccharide%20biosynthesis%3B%20similar%20to%20Alg6p;dbxref=SGD:S000005593;orf_classification=Verified","YOR067C"
"54371","chr15","SGD","gene",442338,444374,NA,"+",NA,"ID=YOR069W;Name=YOR069W;gene=VPS5;Alias=VPS5,YOR29-20,VPT5,PEP10,GRD2;Ontology_term=GO:0030904,GO:0045053,GO:0042147,GO:0005768,GO:0008565,GO:0005829,GO:0032266,GO:0006810,GO:0007154,GO:0015031,GO:0035091;Note=Nexin-1%20homolog%20required%20for%20localizing%20membrane%20proteins%20from%20a%20prevacuolar%2Flate%20endosomal%20compartment%20back%20to%20the%20late%20Golgi%20apparatus%3B%20structural%20component%20of%20the%20retromer%20membrane%20coat%20complex%3B%20forms%20a%20retromer%20subcomplex%20with%20Vps17p;dbxref=SGD:S000005595;orf_classification=Verified","YOR069W"
"5439","chr15","SGD","gene",442439,442792,NA,"-",NA,"ID=YOR068C;Name=YOR068C;gene=VAM10;Alias=VAM10,YOR29-19;Ontology_term=GO:0003674,GO:0042144,GO:0005774,GO:0005773,GO:0016020;Note=Protein%20involved%20in%20vacuole%20morphogenesis%3B%20acts%20at%20an%20early%20step%20of%20homotypic%20vacuole%20fusion%20that%20is%20required%20for%20vacuole%20tethering;dbxref=SGD:S000005594;orf_classification=Verified","YOR068C"
"5441","chr15","SGD","gene",444485,446398,NA,"-",NA,"ID=YOR070C;Name=YOR070C;gene=GYP1;Alias=GYP1,YOR29-21;Ontology_term=GO:0016192,GO:0005097,GO:0005794,GO:0005739,GO:0005096,GO:0005622,GO:0032313;Note=Cis-golgi%20GTPase-activating%20protein%20(GAP)%20for%20the%20Rab%20family%20members%20Ypt1p%20(in%20vivo)%20and%20for%20Ypt1p%2C%20Sec4p%2C%20Ypt7p%2C%20and%20Ypt51p%20(in%20vitro)%3B%20involved%20in%20vesicle%20docking%20and%20fusion;dbxref=SGD:S000005596;orf_classification=Verified","YOR070C"
"5443","chr15","SGD","gene",448508,450304,NA,"-",NA,"ID=YOR071C;Name=YOR071C;gene=THI71;Alias=THI71,YOR29-22;Ontology_term=GO:0005215,GO:0006810,GO:0016020,GO:0015888,GO:0015205,GO:0015931,GO:0016021;Note=Transporter%20of%20thiamine%20or%20related%20compound%3B%20shares%20sequence%20similarity%20to%20Thi7p%3B%20proposed%20to%20be%20involved%20in%205-fluorocytosine%20sensitivity;dbxref=SGD:S000005597;orf_classification=Verified","YOR071C"
"5445","chr15","SGD","gene",450532,450846,NA,"+",NA,"ID=YOR072W;Name=YOR072W;Alias=YOR29-23;Ontology_term=GO:0003674,GO:0005575,GO:0008150;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20dubious%20gene%20YOR072W-A%3B%20diploid%20deletion%20strains%20are%20methotrexate%2C%20paraquat%20and%20wortmannin%20sensitive;dbxref=SGD:S000005598;orf_classification=Dubious","YOR072W"
"5447","chr15","SGD","gene",450820,451065,NA,"+",NA,"ID=YOR072W-A;Name=YOR072W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20uncharacterized%20ORF%20YOR072W%3B%20originally%20identified%20by%20fungal%20homology%20and%20RT-PCR;dbxref=SGD:S000028582;orf_classification=Dubious","YOR072W-A"
"5453","chr15","SGD","gene",452946,453107,NA,"+",NA,"ID=YOR072W-B;Name=YOR072W-B;Ontology_term=GO:0008150,GO:0005575,GO:0003674;Note=Putative%20protein%20of%20unknown%20function%3B%20identified%20by%20expression%20profiling%20and%20mass%20spectrometry;dbxref=SGD:S000028516;orf_classification=Uncharacterized","YOR072W-B"
"5455","chr15","SGD","gene",453252,455048,NA,"+",NA,"ID=YOR073W;Name=YOR073W;gene=SGO1;Alias=SGO1,YOR29-24;Ontology_term=GO:0003674,GO:0005634,GO:0005816,GO:0000775,GO:0000070,GO:0045144,GO:0000776,GO:0007094,GO:0007049,GO:0007059,GO:0007067,GO:0007126,GO:0045132,GO:0051301;Note=Component%20of%20the%20spindle%20checkpoint%2C%20involved%20in%20sensing%20lack%20of%20tension%20on%20mitotic%20chromosomes%3B%20protects%20centromeric%20Rec8p%20at%20meiosis%20I%3B%20required%20for%20accurate%20chromosomal%20segregation%20at%20meiosis%20II%20and%20for%20mitotic%20chromosome%20stability;dbxref=SGD:S000005599;orf_classification=Verified","YOR073W"
"5457","chr15","SGD","gene",455183,456094,NA,"-",NA,"ID=YOR074C;Name=YOR074C;gene=CDC21;Alias=CDC21,YOR29-25,TMP1,CRT9;Ontology_term=GO:0004799,GO:0005634,GO:0006231,GO:0006261,GO:0008168,GO:0009165,GO:0016740;Note=Thymidylate%20synthase%2C%20required%20for%20de%20novo%20biosynthesis%20of%20pyrimidine%20deoxyribonucleotides%3B%20expression%20is%20induced%20at%20G1%2FS;dbxref=SGD:S000005600;orf_classification=Verified","YOR074C"
"5459","chr15","SGD","gene",455898,456125,NA,"+",NA,"ID=YOR073W-A;Name=YOR073W-A;Ontology_term=GO:0008150,GO:0003674,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20available%20experimental%20and%20comparative%20sequence%20data%3B%20partially%2Fcompletely%20overlaps%20the%20verified%20ORF%20CDC21%2FYOR074C%3B%20identified%20by%20RT-PCR;dbxref=SGD:S000028583;orf_classification=Dubious","YOR073W-A"
"5461","chr15","SGD","gene",456714,457749,NA,"+",NA,"ID=YOR075W;Name=YOR075W;gene=UFE1;Alias=UFE1,YOR29-26;Ontology_term=GO:0005484,GO:0006906,GO:0006890,GO:0005789,GO:0005783,GO:0006810,GO:0006888,GO:0015031,GO:0016020,GO:0016021;Note=t-SNARE%20required%20for%20ER%20membrane%20fusion%20and%20vesicular%20traffic%2C%20integral%20membrane%20protein%20that%20constitutes%20with%20Sec20p%20and%20Use1p%20the%20trimeric%20acceptor%20for%20R%2Fv-SNAREs%20on%20Golgi-derived%20vesicles%20at%20the%20ER%3B%20part%20of%20Dsl1p%20complex;dbxref=SGD:S000005601;orf_classification=Verified","YOR075W"
"5463","chr15","SGD","gene",457876,460119,NA,"-",NA,"ID=YOR076C;Name=YOR076C;gene=SKI7;Alias=SKI7,YOR29-27;Ontology_term=GO:0000178,GO:0006402,GO:0005737,GO:0005515,GO:0043330,GO:0000166,GO:0000184,GO:0003924,GO:0005525,GO:0006412,GO:0006417;Note=Antiviral%20adaptor%20protein%20that%20mediates%20interactions%20via%20its%20N-terminus%20between%20the%20exosome%20and%20Ski%20complex%20(Ski2p%2C%20Ski3p%2C%20Ski8p)%20which%20operate%20in%20the%203'-to-5'%20mRNA-decay%20pathway%3B%20cytoplasmic%20protein%20required%20for%20degrading%20nonstop%20mRNAs;dbxref=SGD:S000005602;orf_classification=Verified","YOR076C"
"5465","chr15","SGD","gene",460392,461099,NA,"+",NA,"ID=YOR077W;Name=YOR077W;gene=RTS2;Alias=RTS2,YOR29-28;Ontology_term=GO:0008150,GO:0003674,GO:0005737,GO:0005634,GO:0003676,GO:0003677,GO:0005622,GO:0008270,GO:0046872;Note=Basic%20zinc-finger%20protein%2C%20similar%20to%20human%20and%20mouse%20Kin17%20proteins%20which%20are%20chromatin-associated%20proteins%20involved%20in%20UV%20response%20and%20DNA%20replication;dbxref=SGD:S000005603;orf_classification=Verified","YOR077W"
"5467","chr15","SGD","gene",461229,461879,NA,"+",NA,"ID=YOR078W;Name=YOR078W;gene=BUD21;Alias=BUD21,YOR29-29,UTP16;Ontology_term=GO:0030515,GO:0000462,GO:0000723,GO:0032040,GO:0000472,GO:0000447,GO:0005634,GO:0006364,GO:0030529,GO:0005730;Note=Component%20of%20small%20ribosomal%20subunit%20(SSU)%20processosome%20that%20contains%20U3%20snoRNA%3B%20originally%20isolated%20as%20bud-site%20selection%20mutant%20that%20displays%20a%20random%20budding%20pattern;dbxref=SGD:S000005604;orf_classification=Verified","YOR078W"
"5469","chr15","SGD","gene",461984,462925,NA,"-",NA,"ID=YOR079C;Name=YOR079C;gene=ATX2;Alias=ATX2,YOR29-30;Ontology_term=GO:0000139,GO:0030026,GO:0005384,GO:0016020,GO:0016021,GO:0030001,GO:0046873;Note=Golgi%20membrane%20protein%20involved%20in%20manganese%20homeostasis%3B%20overproduction%20suppresses%20the%20sod1%20(copper%2C%20zinc%20superoxide%20dismutase)%20null%20mutation;dbxref=SGD:S000005605;orf_classification=Verified","YOR079C"
"5471","chr15","SGD","gene",463062,465305,NA,"+",NA,"ID=YOR080W;Name=YOR080W;gene=DIA2;Alias=DIA2,YOR29-31;Ontology_term=GO:0001403,GO:0016567,GO:0019005,GO:0003688,GO:0006260,GO:0005488,GO:0005634,GO:0006512,GO:0007049;Note=Origin-binding%20F-box%20protein%20that%20forms%20an%20SCF%20ubiquitin%20ligase%20complex%20with%20Skp1p%20and%20Cdc53p%3B%20plays%20a%20role%20in%20DNA%20replication%2C%20involved%20in%20invasive%20and%20pseudohyphal%20growth;dbxref=SGD:S000005606;orf_classification=Verified","YOR080W"
"5473","chr15","SGD","gene",465450,467690,NA,"-",NA,"ID=YOR081C;Name=YOR081C;gene=TGL5;Alias=TGL5,STC2;Ontology_term=GO:0005811,GO:0004806,GO:0006642,GO:0005525,GO:0006629,GO:0016020,GO:0016021,GO:0016042,GO:0016787,GO:0030435;Note=Triacylglycerol%20lipase%20involved%20in%20TAG%20mobilization%3B%20localizes%20to%20lipid%20particles%3B%20potential%20Cdc28p%20substrate;dbxref=SGD:S000005607;orf_classification=Verified","YOR081C"
"5475","chr15","SGD","gene",467798,468131,NA,"-",NA,"ID=YOR082C;Name=YOR082C;Ontology_term=GO:0003674,GO:0008150,GO:0005575;Note=Dubious%20open%20reading%20frame%20unlikely%20to%20encode%20a%20protein%2C%20based%20on%20experimental%20and%20comparative%20sequence%20data%3B%20partially%20overlaps%20the%20verified%20gene%20YOR083W;dbxref=SGD:S000005608;orf_classification=Dubious","YOR082C"
"5477","chr15","SGD","gene",468033,468914,NA,"+",NA,"ID=YOR083W;Name=YOR083W;gene=WHI5;Alias=WHI5;Ontology_term=GO:0005737,GO:0005634,GO:0000082,GO:0008361,GO:0016566,GO:0006350,GO:0006355,GO:0007049;Note=Repressor%20of%20G1%20transcription%20that%20binds%20to%20SCB%20binding%20factor%20(SBF)%20at%20SCB%20target%20promoters%20in%20early%20G1%3B%20phosphorylation%20of%20Whi5p%20by%20the%20CDK%2C%20Cln3p%2FCdc28p%20relieves%20repression%20and%20promoter%20binding%20by%20Whi5%3B%20periodically%20expressed%20in%20G1;dbxref=SGD:S000005609;orf_classification=Verified","YOR083W"
"5479","chr15","SGD","gene",469065,470229,NA,"+",NA,"ID=YOR084W;Name=YOR084W;Ontology_term=GO:0016298,GO:0005782,GO:0007031,GO:0005777,GO:0016020;Note=Putative%20lipase%20of%20the%20peroxisomal%20matrix%3B%20transcriptionally%20activated%20by%20Yrm1p%20along%20with%20genes%20involved%20in%20multidrug%20resistance;dbxref=SGD:S000005610;orf_classification=Verified","YOR084W"
"5481","chr15","SGD","gene",470507,471559,NA,"+",NA,"ID=YOR085W;Name=YOR085W;gene=OST3;Alias=OST3;Ontology_term=GO:0016021,GO:0004579,GO:0006486,GO:0008250,GO:0006487,GO:0006461,GO:0005783,GO:0016020,GO:0016740;Note=Gamma%20subunit%20of%20the%20oligosaccharyltransferase%20complex%20of%20the%20ER%20lumen%2C%20which%20catalyzes%20asparagine-linked%20glycosylation%20of%20newly%20synthesized%20proteins%3B%20Ost3p%20is%20important%20for%20N-glycosylation%20of%20a%20subset%20of%20proteins;dbxref=SGD:S000005611;orf_classification=Verified","YOR085W"
"5483","chr15","SGD","gene",471699,475259,NA,"-",NA,"ID=YOR086C;Name=YOR086C;gene=TCB1;Alias=TCB1;Ontology_term=GO:0008150,GO:0005739,GO:0008289,GO:0005509,GO:0005544,GO:0016020,GO:0016021,GO:0046872;Note=Lipid-binding%20protein%20containing%20three%20calcium%20and%20lipid%20binding%20domains%3B%20non-tagged%20protein%20localizes%20to%20mitochondria%20and%20GFP-fusion%20protein%20localizes%20to%20the%20cell%20periphery%3B%20C-termini%20of%20Tcb1p%2C%20Tcb2p%20and%20Tcb3p%20interact;dbxref=SGD:S000005612;orf_classification=Verified","YOR086C"
"5487","chr15","SGD","gene",476351,478378,NA,"+",NA,"ID=YOR087W;Name=YOR087W;gene=YVC1;Alias=YVC1,YOR088W;Ontology_term=GO:0030003,GO:0005244,GO:0005227,GO:0005262,GO:0005272,GO:0005267,GO:0000324,GO:0005216,GO:0005509,GO:0006810,GO:0006811,GO:0006816,GO:0016020,GO:0016021;Note=Vacuolar%20cation%20channel%2C%20mediates%20release%20of%20Ca(2%2B)%20from%20the%20vacuole%20in%20response%20to%20hyperosmotic%20shock;dbxref=SGD:S000005613;orf_classification=Verified","YOR087W"
"5489","chr15","SGD","gene",478842,479474,NA,"-",NA,"ID=YOR089C;Name=YOR089C;gene=VPS21;Alias=VPS21,YPT51,YPT21,VPT12,VPS12;Ontology_term=GO:0003924,GO:0005770,GO:0006897,GO:0006623,GO:0005739,GO:0005741,GO:0005525,GO:0000166,GO:0006810,GO:0007264,GO:0015031,GO:0016020;Note=GTPase%20required%20for%20transport%20during%20endocytosis%20and%20for%20correct%20sorting%20of%20vacuolar%20hydrolases%3B%20localized%20in%20endocytic%20intermediates%3B%20detected%20in%20mitochondria%3B%20geranylgeranylation%20required%20for%20membrane%20association%3B%20mammalian%20Rab5%20homolog;dbxref=SGD:S000005615;orf_classification=Verified","YOR089C"
"5491","chr15","SGD","gene",479780,481497,NA,"-",NA,"ID=YOR090C;Name=YOR090C;gene=PTC5;Alias=PTC5,PPP1;Ontology_term=GO:0015071,GO:0005739,GO:0004741,GO:0050790,GO:0000287,GO:0003824,GO:0004721,GO:0004722,GO:0006470,GO:0008287,GO:0016020,GO:0016021,GO:0016787,GO:0030145,GO:0046872;Note=Mitochondrially%20localized%20type%202C%20protein%20phosphatase%20involved%20in%20regulation%20of%20pyruvate%20dehydrogenase%20activity%3B%20contains%20Mg2%2B%2FMn2%2B-dependent%20casein%20phosphatase%20activity%20in%20vitro;dbxref=SGD:S000005616;orf_classification=Verified","YOR090C"
"5493","chr15","SGD","gene",482096,483133,NA,"+",NA,"ID=YOR091W;Name=YOR091W;gene=TMA46;Alias=TMA46,RBF46;Ontology_term=GO:0005737,GO:0003674,GO:0042254,GO:0005840,GO:0003676,GO:0008270;Note=Protein%20of%20unknown%20function%20that%20associates%20with%20ribosomes%3B%20interacts%20with%20GTPase%20Rbg1p;dbxref=SGD:S000005617;orf_classification=Verified","YOR091W"
"5495","chr15","SGD","gene",483786,485627,NA,"+",NA,"ID=YOR092W;Name=YOR092W;gene=ECM3;Alias=ECM3,YOR3165W;Ontology_term=GO:0007047,GO:0016887,GO:0005783,GO:0016020,GO:0016021;Note=Non-essential%20protein%20of%20unknown%20function;dbxref=SGD:S000005618;orf_classification=Verified","YOR092W"
"5497","chr15","SGD","gene",486088,491037,NA,"-",NA,"ID=YOR093C;Name=YOR093C;Ontology_term=GO:0008150,GO:0003674,GO:0005575,GO:0003824,GO:0005634,GO:0008134,GO:0008152,GO:0016020,GO:0016021;Note=Putative%20protein%20of%20unknown%20function%3B%20deletion%20causes%20sensitivity%20to%20unfolded%20protein%20response-inducing%20agents;dbxref=SGD:S000005619;orf_classification=Uncharacterized","YOR093C"
"5499","chr15","SGD","gene",491382,491933,NA,"+",NA,"ID=YOR094W;Name=YOR094W;gene=ARF3;Alias=ARF3,ARL2;Ontology_term=GO:0006886,GO:0003924,GO:0030036,GO:0005935,GO:0005934,GO:0000166,GO:0005525,GO:0005622,GO:0006810,GO:0006888,GO:0007264,GO:0015031;Note=Glucose-repressible%20ADP-ribosylation%20factor%2C%20GTPase%20of%20the%20Ras%20superfamily%20involved%20in%20development%20of%20polarity;dbxref=SGD:S000005620;orf_classification=Verified","YOR094W"
"5501","chr15","SGD","gene",492143,492919,NA,"-",NA,"ID=YOR095C;Name=YOR095C;gene=RKI1;Alias=RKI1;Ontology_term=GO:0006098,GO:0004751,GO:0005737,GO:0008615,GO:0042254,GO:0005634,GO:0009052,GO:0016853;Note=Ribose-5-phosphate%20ketol-isomerase%2C%20catalyzes%20the%20interconversion%20of%20ribose%205-phosphate%20and%20ribulose%205-phosphate%20in%20the%20pentose%20phosphate%20pathway%3B%20participates%20in%20pyridoxine%20biosynthesis;dbxref=SGD:S000005621;orf_classification=Verified","YOR095C"
